raw_text,normalized_message,intent,sentiment,confidence,clarification
phone@ $number ba@dalna hai,I want to update my phone number,update_info,neutral,0.94,
hpy  wid$  #srvcs  😊,I am happy with your services,feedback,happy,0.81,pls provide your feedback
bal  pls,Please show me my balance,check_balance,neutral,0.86,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.86,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.8,
s#ervice achi lagi 😊,I liked the service,feedback,happy,0.89,pls provide your feedback
mere paise kahan gaye 😡,Where did my money go?,transaction_issue,angry,0.9,
msg& err agn,I am getting message error again,app_issue,frustrated,0.73,
bal  pls,Please show me my balance,check_balance,neutral,0.98,
service achi lagi 😊,I liked the service,feedback,happy,0.81,pls provide your feedback
service  achi  lagi  😊,I liked the service,feedback,happy,0.9,pls provide your feedback
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.84,
sam@ajh nahi aaya,I didn't understand,unknown,confused,0.43,Can you please explain further?
😡 y t%f my txn fail,Why did my transaction fail?,failed_transaction,angry,0.89,
samajh nahi aay%a,I didn't understand,unknown,confused,0.57,
s#amajh  nahi  aaya,I didn't understand,unknown,confused,0.41,Can you please explain further?
me$re paise@ kah^a$n gaye 😡,Where did my money go?,transaction_issue,angry,0.91,
n@o  clue  wht  hp#pnd  😕,I have no idea what happened,unknown,confused,0.5,
service  achi  lagi  😊,I liked the service,feedback,happy,0.9,pls provide your feedback
😭  ac@ct  blck@d?,Is my account blocked?,account_issue,sad,0.72,
upd8  phn  no.,Update my phone number,update_info,neutral,0.89,
hpy wid srvcs 😊,I am happy with your services,feedback,happy,0.85,pls provide your feedback
mere pais&e %kahan gaye 😡,Where did my money go?,transaction_issue,angry,0.81,
bhai balance dikha,"Bhai, show me balance",check_balance,neutral,0.92,
pho$ne  numb#er  bada#lna  h@ai,I want to update my phone number,update_info,neutral,0.89,
kis^i se baat% ka%rni ha^i,I want to talk to someone,human_agent_request,urgent,0.93,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.79,
phone number badal&na hai,I want to update my phone number,update_info,neutral,1,
bal* pls&,Please show me my balance,check_balance,neutral,0.92,
mere paise kahan gaye 😡,Where did my money go?,transaction_issue,angry,0.87,
🙄  y  $u$  g@uy#s  slow,Why are you guys so slow?,complaint,annoyed,0.64,
bal pls,Please show me my balance,check_balance,neutral,0.81,
🤔  uh  wot's  IF@SC??,What is IFSC?,general_query,confused,0.37,Can you please explain further?
mera  account  block  ho  gaya  😭,My account has been blocked,account_issue,sad,0.74,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.71,
kisi se baa#t@ kar$ni ha&i,I want to talk to someone,human_agent_request,urgent,0.85,
sam^ajh @nahi #aaya,I didn't understand,unknown,confused,0.37,Can you please explain further?
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.7,
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.65,
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.63,
phir error aa raha hai,I am getting error again,app_issue,frustrated,0.8,
😭 acct blc^kd?,Is my account blocked?,account_issue,sad,0.85,
phir  error  aa  raha  hai,I am getting error again,app_issue,frustrated,0.71,
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.97,
kisi se baat k#arni# ha#i,I want to talk to someone,human_agent_request,urgent,0.89,
🤔  uh  wot's  IFSC??,What is IFSC?,general_query,confused,0.48,Can you please explain further?
samajh nahi aaya,I didn't understand,unknown,confused,0.56,
bhai ba&lance* ^dikha,"Bhai, show me balance",check_balance,neutral,0.89,
phone  number  badalna  hai,I want to update my phone number,update_info,neutral,0.82,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.9,
bal  pls,Please show me my balance,check_balance,neutral,0.91,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.75,
samajh nahi aaya,I didn't understand,unknown,confused,0.44,Can you please explain further?
mere pai%s^e kaha@n ga$ye 😡,Where did my money go?,transaction_issue,angry,0.9,
mera accoun$t block h*o *ga$ya 😭*,My account has been blocked,account_issue,sad,0.92,
bha%i% ba*lance dikha,"Bhai, show me balance",check_balance,neutral,0.85,
msg  err  agn,I am getting message error again,app_issue,frustrated,0.88,
bal pls,Please show me my balance,check_balance,neutral,0.83,
upd8 phn no.,Update my phone number,update_info,neutral,0.85,
no c%lue w^ht hppn*d 😕,I have no idea what happened,unknown,confused,0.35,Can you please explain further?
bal  pls,Please show me my balance,check_balance,neutral,0.88,
mere  p@aise  ka$ha@n  gaye  😡,Where did my money go?,transaction_issue,angry,0.7,
ph#o$ne$ number bada&lna hai,I want to update my phone number,update_info,neutral,0.94,
😡 y% #tf my txn fail$,Why did my transaction fail?,failed_transaction,angry,0.82,
upd8 phn no.,Update my phone number,update_info,neutral,0.83,
😭  acct  $blckd?,Is my account blocked?,account_issue,sad,0.77,
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.76,
hpy wid srvcs 😊,I am happy with your services,feedback,happy,0.96,pls provide your feedback
kisi  se  baat  karni@  h@ai,I want to talk to someone,human_agent_request,urgent,0.92,
hpy wid srvcs 😊,I am happy with your services,feedback,happy,0.87,pls provide your feedback
samajh nahi aaya,I didn't understand,unknown,confused,0.42,Can you please explain further?
phone number badalna hai,I want to update my phone number,update_info,neutral,0.99,
service achi lagi 😊,I liked the service,feedback,happy,0.94,pls provide your feedback
bal pls,Please show me my balance,check_balance,neutral,0.92,
servic$e  ac#hi  @lagi  😊,I liked the service,feedback,happy,0.98,pls provide your feedback
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.61,
phone  nu@mber  ba$dal$na  @hai,I want to update my phone number,update_info,neutral,0.9,
upd8 #phn #no.,Update my phone number,update_info,neutral,0.98,
wnt  2$  tlk#  2  sm1,I want to talk to someone,human_agent_request,urgent,0.97,
hpy wid srvcs 😊,I am happy with your services,feedback,happy,0.82,pls provide your feedback
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.73,
k*isi se# baat karni ha%i,I want to talk to someone,human_agent_request,urgent,0.97,
msg err agn,I am getting message error again,app_issue,frustrated,0.85,
msg  err  a@gn,I am getting message error again,app_issue,frustrated,0.82,
upd8 phn no.,Update my phone number,update_info,neutral,0.91,
samaj$h$  na$hi  aaya,I didn't understand,unknown,confused,0.31,Can you please explain further?
s$a$majh nah&i aaya,I didn't understand,unknown,confused,0.32,Can you please explain further?
kisi $s^e baat kar*ni hai,I want to talk to someone,human_agent_request,urgent,0.87,
phir error aa raha hai,I am getting error again,app_issue,frustrated,0.84,
wnt  2  tlk  2  s$m1,I want to talk to someone,human_agent_request,urgent,0.99,
🤔 uh wot's IFSC??,What is IFSC?,general_query,confused,0.38,Can you please explain further?
msg  err  agn,I am getting message error again,app_issue,frustrated,0.65,
mere  paise  k#aha@n  g@aye  😡,Where did my money go?,transaction_issue,angry,0.9,
upd8@  ph#n  no.,Update my phone number,update_info,neutral,0.8,
IFSC kya hota hai?,What is IFSC?,general_query,confused,0.53,
msg  err  agn,I am getting message error again,app_issue,frustrated,0.71,
IFSC kya hota hai?,What is IFSC?,general_query,confused,0.4,Can you please explain further?
mere  paise  kahan  gaye  😡,Where did my money go?,transaction_issue,angry,0.78,
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,0.92,pls provide your feedback
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.57,
phir error aa raha hai,I am getting error again,app_issue,frustrated,0.76,
bhai bala$nce $dikha,"Bhai, show me balance",check_balance,neutral,0.81,
no  clue  wht  hppnd  😕,I have no idea what happened,unknown,confused,0.31,Can you please explain further?
IFSC  kya  hota  hai?,What is IFSC?,general_query,confused,0.46,Can you please explain further?
samajh  nahi  aaya,I didn't understand,unknown,confused,0.56,
upd8 phn no.,Update my phone number,update_info,neutral,0.8,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.88,
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.61,
upd8  phn  no.,Update my phone number,update_info,neutral,0.88,
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.78,
m@ere  pa@i#se$  k@a@han  gaye  😡,Where did my money go?,transaction_issue,angry,0.96,
bal  pls,Please show me my balance,check_balance,neutral,0.97,
🙄  y  @u  guys  slow$,Why are you guys so slow?,complaint,annoyed,0.84,
mere paise kahan gaye 😡,Where did my money go?,transaction_issue,angry,0.92,
IFSC ky%a &hota hai?,What is IFSC?,general_query,confused,0.36,Can you please explain further?
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.9,
IFSC kya hota hai?,What is IFSC?,general_query,confused,0.55,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.71,
ph$one  n@umber  badalna  hai,I want to update my phone number,update_info,neutral,0.87,
phone num%ber ba#dalna hai$,I want to update my phone number,update_info,neutral,0.9,
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.93,
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.73,
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,0.98,pls provide your feedback
h%py $wid srvcs #😊,I am happy with your services,feedback,happy,0.86,pls provide your feedback
wnt  2#  tl@k  2  s#m#1,I want to talk to someone,human_agent_request,urgent,0.88,
mera $account @blo$ck #ho gaya 😭,My account has been blocked,account_issue,sad,0.88,
samajh  nahi  aaya,I didn't understand,unknown,confused,0.44,Can you please explain further?
phone number$ badalna #hai%,I want to update my phone number,update_info,neutral,0.84,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.74,
wnt 2 tlk 2 sm1,I want to talk to someone,human_agent_request,urgent,1,
m$sg  err  agn,I am getting message error again,app_issue,frustrated,0.64,
bal  p@ls,Please show me my balance,check_balance,neutral,0.83,
upd8 phn% n^o.,Update my phone number,update_info,neutral,0.9,
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.76,
😭 acct $blc%kd?,Is my account blocked?,account_issue,sad,0.87,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.72,
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.91,
phir error aa raha hai,I am getting error again,app_issue,frustrated,0.61,
😡 y tf ^my txn fail#,Why did my transaction fail?,failed_transaction,angry,0.99,
mere  paise  kahan$  gaye  😡,Where did my money go?,transaction_issue,angry,0.87,
🤔 uh wot's IFSC??,What is IFSC?,general_query,confused,0.52,
IFSC ^kya& hot%a hai@?,What is IFSC?,general_query,confused,0.52,
w@n$t  $2  tlk  @2  sm1,I want to talk to someone,human_agent_request,urgent,0.8,
no  clue  wht$  h@ppnd  😕,I have no idea what happened,unknown,confused,0.45,Can you please explain further?
mere paise kahan gaye 😡,Where did my money go?,transaction_issue,angry,0.89,
😡  y  tf@  my@  txn  f@ail,Why did my transaction fail?,failed_transaction,angry,0.85,
😭 ac*ct blckd?,Is my account blocked?,account_issue,sad,0.75,
phone number badaln@a hai,I want to update my phone number,update_info,neutral,0.84,
wnt  2  tl#k  2  sm1,I want to talk to someone,human_agent_request,urgent,0.92,
msg err agn,I am getting message error again,app_issue,frustrated,0.74,
phir  error  aa  ra@ha  hai,I am getting error again,app_issue,frustrated,0.84,
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.81,
service% achi lagi *😊,I liked the service,feedback,happy,0.88,pls provide your feedback
samajh  nahi  aaya,I didn't understand,unknown,confused,0.33,Can you please explain further?
🤔 uh wot's IFSC??,What is IFSC?,general_query,confused,0.53,
mera acc%ount block ho gaya 😭@,My account has been blocked,account_issue,sad,0.81,
🤔 uh wot's IFSC??,What is IFSC?,general_query,confused,0.55,
phone  number#  bad@alna  hai,I want to update my phone number,update_info,neutral,0.81,
samajh nahi @aaya%,I didn't understand,unknown,confused,0.38,Can you please explain further?
mere  paise  kaha$n  ga$ye  😡,Where did my money go?,transaction_issue,angry,0.97,
h*py wid^ sr$vcs 😊,I am happy with your services,feedback,happy,0.89,pls provide your feedback
me@ra acc^ount bloc@k ho ^gaya& 😭,My account has been blocked,account_issue,sad,0.86,
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.63,
phir  error  aa  raha  hai,I am getting error again,app_issue,frustrated,0.61,
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.68,
mere  paise  kah#an  gaye  @😡,Where did my money go?,transaction_issue,angry,0.99,
phone  number  badalna  hai,I want to update my phone number,update_info,neutral,0.86,
no  clue  w@h#t  hppnd  😕,I have no idea what happened,unknown,confused,0.36,Can you please explain further?
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.73,
msg err agn,I am getting message error again,app_issue,frustrated,0.83,
kisi  se  baat  karni  hai,I want to talk to someone,human_agent_request,urgent,0.88,
phir error aa raha hai,I am getting error again,app_issue,frustrated,0.73,
🙄 y u gu#ys s*lo%w,Why are you guys so slow?,complaint,annoyed,0.85,
phone  number  badalna  hai,I want to update my phone number,update_info,neutral,0.98,
phone  number  badalna  hai,I want to update my phone number,update_info,neutral,0.94,
🤔 u^h #w$ot$'s I*FSC?%?,What is IFSC?,general_query,confused,0.42,Can you please explain further?
k*i$si se baat @karn@i hai,I want to talk to someone,human_agent_request,urgent,0.83,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.8,
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.84,
no clue^ wh^t# hpp#n*d 😕,I have no idea what happened,unknown,confused,0.54,
h#py *wid srvcs 😊,I am happy with your services,feedback,happy,0.98,pls provide your feedback
hpy wid srvcs 😊,I am happy with your services,feedback,happy,0.93,pls provide your feedback
phir error aa raha hai,I am getting error again,app_issue,frustrated,0.9,
